user_id,LogisticRegression(random_state=14),RandomForestClassifier(random_state=14),GradientBoostingClassifier()
19138,False,False,False
19200,True,False,False
19243,True,True,True
19305,False,False,False
19317,True,False,False
19324,False,False,False
19502,True,True,True
19656,False,False,False
19784,True,True,True
19880,False,True,True
20099,False,True,True
20147,True,True,True
20202,True,True,True
20281,True,True,True
20350,True,True,True
20435,True,True,True
20477,False,False,False
20488,True,False,False
20623,True,True,True
20738,True,True,True
20854,True,True,True
20855,True,True,True
21107,True,False,False
21180,False,False,False
21211,False,False,False
21219,False,False,False
21243,False,False,False
21309,True,True,True
21404,True,True,True
21479,True,True,True
21482,False,False,False
21607,False,False,False
21756,False,False,False
21859,True,False,False
21916,True,True,True
21934,True,True,True
22020,True,True,True
22214,True,True,True
22355,True,True,True
22622,False,False,False
22690,True,True,True
22725,False,False,False
22755,True,False,False
22837,False,False,False
22901,True,True,True
22906,False,False,True
22981,False,False,False
23174,True,True,True
23182,False,False,False
23266,False,False,False
23269,False,False,False
23392,True,True,True
23515,True,True,True
23591,True,True,True
23654,False,False,False
23657,True,True,True
23788,False,False,False
23826,False,False,False
24007,True,True,True
24026,True,False,False
24062,True,True,True
24106,False,False,False
24159,True,True,True
24178,True,False,False
24211,True,True,True
24274,True,True,True
24366,True,True,True
24384,False,False,False
24437,True,True,True
24446,False,False,False
24565,True,True,True
24583,True,False,False
24609,False,True,True
24617,True,False,False
24624,False,False,False
24645,True,True,True
24740,True,False,False
24757,True,True,True
24806,False,False,False
24807,True,True,True
24863,True,True,True
24884,True,True,True
24970,True,True,True
24986,True,True,True
25028,False,False,False
25111,False,False,False
25247,True,True,True
25279,False,False,False
25298,True,True,True
25314,True,True,True
25413,True,True,True
25599,False,False,False
25744,True,True,True
25823,False,False,False
25852,False,False,False
25878,False,False,False
25964,False,False,False
26072,True,True,True
26079,True,True,True
26129,True,True,True
26468,True,False,False
26476,True,True,True
26522,False,False,False
26543,True,True,True
26704,False,False,False
26718,False,False,False
26782,False,False,False
26840,True,True,True
26848,False,True,True
26976,False,False,False
27060,False,False,False
27068,True,True,True
27104,True,True,True
27147,True,True,True
27153,True,True,True
27244,True,True,True
27373,True,True,True
27379,True,True,True
27383,True,True,True
27399,True,True,True
27462,True,False,False
27537,True,True,True
27654,True,True,True
27692,True,True,True
27714,True,True,True
27753,False,False,False
27809,False,False,False
27930,False,False,False
27968,False,True,True
27981,False,False,False
27989,True,True,True
28018,True,True,True
28158,False,False,False
28266,True,True,True
28459,False,False,False
28552,True,True,True
28674,True,True,True
28727,False,False,False
28914,True,True,True
29024,True,True,True
29138,False,True,True
29231,False,False,False
29338,True,True,True
29661,False,False,False
29784,False,False,False
29901,True,True,True
29940,True,True,True
30067,True,True,True
30197,False,False,False
30270,True,False,False
30651,True,True,True
30761,True,True,True
30764,True,True,True
30815,False,False,False
30860,True,True,True
31197,True,True,True
31216,False,False,False
31243,True,True,True
31320,True,True,True
31426,True,True,True
31493,True,True,True
31544,True,True,True
31554,False,False,False
31756,False,False,False
31822,True,True,True
31838,True,False,False
31903,True,True,True
31912,True,True,True
32093,False,False,False
32126,False,False,False
32139,True,True,True
32372,False,False,False
32422,False,False,False
32457,False,False,False
32509,True,True,True
32777,False,False,False
32988,False,False,False
33012,True,True,True
33021,True,True,True
33105,False,False,False
33175,True,True,True
33247,True,True,True
33274,False,False,False
33342,True,True,True
33356,False,False,False
33374,False,False,False
33429,True,True,True
33458,True,True,True
33540,False,False,False
33583,True,True,True
33631,False,False,False
33796,True,True,True
33822,False,False,True
33931,False,False,False
33978,True,False,False
33996,True,True,True
34110,True,True,True
34186,True,True,True
34305,False,False,False
34354,False,False,False
34438,False,False,False
34460,True,True,True
34567,True,True,True
34803,False,False,False
34887,False,False,False
34895,True,True,True
35104,True,True,True
35166,True,True,True
35206,True,True,True
35396,True,True,True
35740,False,True,True
35865,True,True,True
35881,False,False,False
35956,True,True,True
36015,True,True,True
36070,False,False,False
36073,True,True,True
36099,True,True,True
36164,True,True,True
36223,False,True,True
36245,True,True,True
36433,True,False,False
37317,True,True,False
37507,False,False,False
38003,True,False,False
38112,False,False,False
38502,False,False,False
38564,False,False,False
39034,True,False,False
39052,True,True,True
39100,True,True,True
39195,False,False,False
39448,False,False,False
39588,True,True,True
39634,True,True,True
39751,True,True,True
39838,False,False,False
40329,False,False,False
40875,True,False,False
40992,True,True,True
41031,False,False,False
41419,True,False,False
41625,True,True,True
41647,True,True,True
41849,True,True,True
41876,False,False,False
41892,False,False,False
42232,True,True,True
42454,False,False,False
42567,False,False,False
42646,False,False,False
43170,True,True,True
43181,True,True,True
43360,True,True,True
43527,True,False,False
44253,True,True,True
44308,True,True,True
44511,False,False,False
44572,False,False,False
44798,True,True,True
44980,False,False,False
45063,False,False,False
45286,False,True,True
45307,True,True,True
45495,True,True,True
45842,False,False,False
45956,True,True,True
46182,False,False,False
46332,False,False,False
46482,False,False,False
46983,True,True,True
47427,True,False,False
47442,True,True,True
48063,False,False,False
48254,False,False,False
48721,False,False,False
49493,True,False,False
49826,True,True,True
49829,True,True,True
49873,False,False,False
49874,True,True,True
50015,False,False,False
50096,False,False,False
50275,True,False,False
50519,False,True,True
50657,True,True,True
50684,False,False,False
50776,True,True,True
50797,False,False,False
50839,True,True,False
50942,False,False,False
51097,False,False,False
51110,True,True,True
51167,False,False,False
51296,True,True,True
51458,True,False,False
51768,True,True,True
51935,True,True,True
52186,True,True,True
52414,True,False,False
52535,False,False,False
52793,True,True,True
52830,True,False,False
53086,False,False,False
53163,True,True,True
53227,False,False,False
53284,True,True,True
53334,True,True,True
53480,False,False,False
53697,False,False,False
53746,False,True,True
53845,False,False,False
53889,True,True,True
54025,True,True,True
54092,False,False,False
54200,False,False,False
54372,False,False,False
54663,True,True,True
55115,False,False,False
55282,True,True,True
55349,False,False,False
55408,False,False,False
55503,False,False,False
55658,False,False,False
55955,True,True,True
56125,False,False,False
56165,True,True,True
56182,True,True,True
56251,True,True,True
56511,True,True,True
56670,True,True,True
56673,True,True,True
56811,False,False,False
56852,True,True,True
56985,False,False,False
57000,True,True,True
57125,False,False,False
57288,False,False,False
57377,True,True,True
57453,False,False,False
57706,True,False,False
57930,False,False,False
58023,True,True,True
58029,True,True,True
58185,False,False,False
58441,False,False,False
59066,True,True,True
59172,True,True,True
59238,True,True,True
59297,False,False,False
59449,False,False,False
59567,True,True,True
59998,True,True,True
60493,False,False,False
60550,True,True,True
60695,True,True,True
60721,True,True,True
61140,False,False,False
61159,True,True,True
61324,True,True,True
61657,True,False,False
62073,True,True,True
62092,False,False,False
62136,True,True,True
62227,True,True,True
62499,False,False,False
62928,False,False,False
62931,True,True,True
62947,True,True,True
62952,True,True,True
63005,False,False,False
63018,True,True,True
63065,False,False,False
63223,True,True,True
63439,False,False,False
63487,True,True,True
63530,True,True,True
63587,False,False,False
63623,False,False,False
63699,True,True,True
63763,True,True,True
63825,False,False,False
63897,False,False,False
63918,False,False,False
63924,False,False,False
63991,False,False,False
64006,True,True,True
64014,True,True,True
64105,True,True,True
64182,True,False,False
64468,False,False,False
64841,False,False,False
64852,True,True,True
64903,True,True,True
64946,True,True,False
65043,True,True,True
65065,True,True,True
65132,False,False,False
65158,True,True,True
65294,True,True,True
65378,False,False,False
65479,True,False,False
65953,True,True,True
66326,False,False,False
66638,True,False,False
66763,True,True,True
66891,False,False,False
67087,True,True,True
67293,False,False,False
67476,True,True,True
67523,True,True,True
67551,True,True,True
67558,True,False,False
67827,True,True,True
67846,True,True,True
67919,True,True,True
67947,True,True,True
68007,True,True,True
68098,True,True,True
68134,False,False,False
68147,True,False,False
68180,False,False,False
68182,False,False,False
68291,False,True,True
68364,True,False,False
68424,False,False,True
68462,True,True,True
68493,False,False,False
68577,True,True,True
68597,True,True,True
68669,True,True,True
68815,False,False,False
68906,True,True,True
69050,True,True,True
69059,False,False,False
69193,True,True,True
69323,False,False,False
69393,True,True,True
69492,False,False,False
69645,True,True,True
69872,False,False,False
70040,True,True,True
70086,False,False,False
70100,True,True,True
70288,True,False,False
70509,True,True,True
70813,False,False,False
71031,True,True,True
71210,True,True,True
71311,True,True,True
71332,True,True,True
71718,True,False,False
71884,True,True,True
71912,True,True,True
71921,True,False,False
71929,True,True,True
71933,False,False,False
72114,True,True,True
72804,True,True,True
72824,True,True,True
73050,True,True,True
73066,False,False,False
73210,True,True,True
73338,False,False,False
73409,False,False,False
73416,False,False,False
73606,True,True,True
73700,True,False,False
73841,True,True,True
73966,True,True,True
74072,False,False,False
74073,False,False,False
74241,True,False,False
74709,True,False,False
74749,False,False,False
74813,True,True,True
74818,False,False,False
74846,True,False,False
74850,True,True,True
74869,False,False,False
74895,False,False,False
74961,True,False,False
75149,True,True,True
75319,True,True,True
75329,True,True,True
75493,False,False,False
75577,False,False,False
75703,True,True,True
75933,False,False,False
75962,False,False,False
76110,True,False,False
76340,True,True,True
76614,True,True,True
76619,True,True,True
76637,False,False,False
76649,True,True,True
76656,False,False,False
76657,True,True,True
76789,False,False,False
76995,True,True,True
77008,True,True,True
77099,True,False,False
77139,True,True,True
77166,False,False,False
77171,False,False,False
77201,False,False,False
77435,False,False,False
77485,False,False,False
77501,True,True,True
77750,True,True,True
77761,True,True,True
77814,False,False,False
78018,True,True,True
78158,True,True,True
78235,True,False,False
78240,False,False,False
78264,True,True,True
78319,True,True,True
78412,True,True,True
78552,False,False,False
78559,False,False,False
78633,True,False,False
78755,True,True,True
78886,False,False,False
79110,False,False,False
79301,True,True,True
79312,True,True,True
79374,False,False,False
79906,True,True,True
80152,True,True,True
80263,True,True,True
80340,True,True,True
80418,False,False,False
80498,True,True,True
80859,True,False,False
81072,False,False,False
81107,False,False,False
81449,False,False,False
81471,False,False,False
81688,False,False,False
81693,True,False,False
81784,False,False,False
82122,True,True,True
82132,False,False,False
82158,False,False,False
82182,False,False,False
82289,True,False,False
82719,True,True,True
82752,False,False,False
82754,False,False,False
82802,False,False,False
82949,False,False,False
83316,True,False,False
83383,True,False,False
83404,False,False,False
83411,True,True,True
83509,False,False,False
83753,False,False,False
83919,True,True,True
84058,False,False,False
84233,False,False,False
84312,True,False,False
84395,True,False,False
84419,False,False,False
85138,True,True,True
85139,False,False,True
85233,False,False,False
85477,False,False,False
85607,False,False,False
85618,True,True,True
85690,True,False,False
85717,False,False,False
85724,True,True,True
86015,False,False,False
86111,False,False,False
86196,True,True,True
86307,False,False,False
86400,True,True,True
86428,False,False,False
86461,False,False,False
86539,False,False,False
86552,True,True,True
86648,False,False,False
86701,True,True,True
86763,False,False,False
86879,True,True,True
86934,True,True,False
87025,False,False,False
87218,True,True,True
87252,False,False,False
87275,True,True,True
87418,True,False,False
87424,True,False,False
87461,True,True,True
87495,False,False,False
87692,True,True,True
87967,True,True,True
88009,True,True,True
88106,False,False,False
88207,True,True,True
88294,True,True,True
88317,True,False,False
88411,True,True,True
88654,True,True,True
88791,False,False,False
88849,False,True,True
88981,True,False,False
89157,False,False,False
89178,True,True,True
89568,True,True,True
89900,True,True,True
89960,False,False,False
89979,True,False,False
90047,False,False,False
90143,False,False,False
90267,True,True,True
90430,False,False,False
90473,True,False,False
90474,False,False,False
90483,False,False,False
90497,True,True,True
90585,False,True,True
90612,True,True,True
90697,False,False,False
90721,False,False,False
90736,False,False,False
90837,True,True,True
90954,False,False,False
91028,True,True,True
91208,True,False,False
91298,True,False,False
91452,True,True,True
91463,True,True,True
91723,False,False,False
91914,True,True,True
91920,False,True,True
91971,True,True,True
91980,False,False,False
92092,True,False,False
92257,True,False,False
92271,True,True,True
92420,False,False,False
92442,True,True,True
92687,True,False,True
92753,True,True,True
92763,True,True,True
92764,False,False,False
92802,True,True,True
92957,False,False,False
92958,True,True,True
92990,False,False,False
93013,True,True,True
93304,True,True,True
93384,False,False,False
93412,False,False,False
93434,True,True,True
93478,True,False,False
93554,True,True,True
93568,True,True,False
93570,False,False,False
93623,False,False,True
93781,True,True,True
93950,False,False,False
94478,False,False,False
94579,False,False,False
94684,True,True,True
94735,False,False,False
94915,True,False,False
94940,False,False,False
94944,True,False,False
95271,True,False,False
95368,True,True,True
95416,True,True,True
95515,True,True,True
95833,True,False,False
95859,True,False,False
95938,True,True,True
96026,True,True,True
96154,True,True,True
96160,False,False,False
96207,False,False,False
96231,False,False,False
96302,True,True,True
96350,True,False,False
96367,False,False,False
96402,False,False,False
96521,False,False,False
96535,True,True,True
96692,True,True,True
96733,False,True,True
96803,False,False,False
97002,True,True,False
97161,False,False,False
97173,True,True,True
97221,False,False,False
97284,True,True,True
97401,False,False,False
97701,False,False,False
97791,False,False,False
97802,False,False,False
97878,True,True,True
97879,False,False,False
97929,False,False,False
97938,True,True,True
98229,True,True,True
98282,False,False,False
98527,False,False,False
98535,False,False,False
98641,True,True,True
98713,True,True,True
98727,True,True,True
98762,True,False,False
98883,True,True,True
98895,False,False,False
98944,False,False,False
98970,True,True,True
98987,True,True,True
99026,False,False,False
99035,True,True,True
99116,False,False,False
99193,False,False,False
99243,True,True,True
99293,True,True,True
99368,False,True,True
99387,False,False,False
99432,False,False,False
99627,True,True,True
99916,True,True,True
100143,True,True,True
100162,False,False,False
100288,False,False,False
100308,True,False,False
100549,True,True,True
100649,True,False,False
100826,False,False,False
100965,True,True,True
100971,True,True,True
101073,True,True,True
101098,False,False,False
101122,True,True,True
101256,True,True,True
101438,False,False,False
101443,True,True,True
101525,True,True,True
101775,True,True,True
101835,False,False,False
101913,False,False,False
101949,True,True,True
102008,True,True,True
102029,True,True,True
102086,False,False,False
102149,False,False,False
102175,True,False,False
102184,False,False,False
102220,True,False,False
102426,False,False,False
102459,False,False,True
102505,True,True,True
102652,False,False,False
102733,False,True,True
102797,False,False,False
102824,False,False,False
102933,False,False,False
102958,True,False,False
103149,False,False,False
103235,False,False,False
103317,True,False,False
103355,False,False,False
103499,True,False,False
103581,True,True,True
103620,True,True,True
103812,True,True,True
103915,False,False,False
103943,False,False,False
103976,True,True,True
104052,True,True,True
104354,True,False,False
104389,False,False,False
104545,True,True,True
104578,True,True,True
104720,False,False,False
104723,True,True,True
104765,True,True,True
104768,True,True,True
104922,True,True,True
105284,True,True,True
105289,True,True,False
105290,True,True,True
105547,True,True,True
105662,False,False,False
105726,False,False,False
105735,False,False,False
105854,False,False,False
105898,True,True,True
105932,True,True,True
105933,True,True,True
105942,True,True,True
106039,True,True,True
106040,False,False,False
106045,False,False,False
106049,False,False,False
106058,False,False,False
106087,False,False,False
106125,False,False,False
106159,False,False,False
106178,False,False,False
106250,True,True,True
106256,False,False,False
106262,False,False,False
106264,False,False,False
106283,False,False,False
106287,False,False,False
106288,False,False,False
106296,False,False,False
106303,False,False,False
106319,False,False,False
106324,False,False,False
106335,False,False,False
106336,True,True,True
106381,False,False,False
106448,False,False,False
106452,True,True,True
106461,False,False,False
106555,False,False,False
106566,False,False,False
106571,False,False,False
106630,False,False,False
106636,True,True,True
106639,False,False,False
106653,True,True,True
106676,False,False,False
106709,False,False,False
106750,False,False,False
106772,False,False,False
106814,False,False,False
106836,True,False,False
106850,True,True,True
106854,False,False,False
106855,False,False,False
106891,False,False,False
106896,False,False,False
106906,True,True,True
106908,False,False,False
106919,False,False,False
106921,True,True,True
106947,True,True,True
106996,True,True,True
107002,False,False,False
107040,False,False,False
107072,False,False,False
107090,False,False,False
107125,True,True,True
107134,False,False,False
107136,False,False,False
107151,False,False,False
107179,True,True,True
107180,False,False,False
107183,False,False,False
107207,True,True,True
107356,True,True,True
107361,True,True,True
107384,False,False,False
107423,True,True,True
107456,True,True,True
107534,False,False,False
107546,True,True,True
107608,False,False,False
107613,True,True,True
107654,False,False,False
107660,False,False,False
107750,True,True,True
107754,False,False,False
107800,False,False,False
107811,False,False,False
107826,False,False,False
107866,False,False,False
107868,True,True,True
107964,True,False,False
107991,False,False,False
108011,True,True,True
108015,False,False,False
108046,True,True,True
108054,True,False,False
108091,False,False,False
108093,False,False,False
108096,False,False,False
108103,True,True,True
108106,False,False,False
108115,False,False,False
108137,True,False,False
108154,False,False,False
108190,False,False,False
108197,False,False,False
108209,False,False,False
108256,True,True,True
108257,True,True,True
108272,False,False,False
108273,True,True,True
108317,True,True,True
108327,False,False,False
108374,False,False,False
108394,True,True,True
108399,False,False,False
108453,False,False,False
108471,True,True,True
108472,False,False,False
108480,True,True,True
108481,True,True,True
108505,False,False,False
108526,False,False,False
108532,True,True,True
108539,False,False,False
108582,False,False,False
108589,False,False,False
108593,False,False,False
108650,False,False,False
108664,False,False,False
108686,False,False,False
108700,True,True,True
108740,False,False,False
108790,False,False,False
108799,True,True,True
108872,False,False,False
108902,False,False,False
108910,True,True,True
108915,False,False,False
108928,True,True,True
108976,False,False,False
108987,False,False,False
108996,True,True,True
109008,True,True,True
109080,False,False,False
109141,True,True,True
109153,True,True,True
109184,True,True,True
109187,False,False,False
109188,False,False,False
109207,False,False,False
109239,False,False,False
109247,True,True,True
109259,False,False,False
109278,True,True,True
109305,False,False,False
109335,False,False,False
109381,False,False,False
109403,False,False,False
109411,False,False,False
109423,False,False,False
109479,True,True,True
109540,True,True,True
109585,False,False,False
109587,True,True,True
109615,False,False,False
109636,False,False,False
109655,False,False,False
109668,False,False,False
109670,False,False,False
109722,False,False,False
109726,True,True,True
109737,False,False,False
109752,False,False,False
109753,False,False,False
109812,False,False,False
109815,False,False,False
109829,False,False,False
109835,False,False,False
109863,True,True,True
109866,False,False,False
109867,False,False,False
109889,False,False,False
109921,True,True,True
109924,False,False,False
109973,False,False,False
110003,False,False,False
110029,False,False,False
110156,False,True,True
110190,True,True,True
110195,False,False,False
110224,False,False,False
110230,False,False,False
110236,False,False,False
110263,False,False,False
110295,False,False,False
110331,False,False,False
110337,False,False,False
110351,False,False,False
110367,False,False,False
110388,True,True,True
110392,False,False,False
110432,False,False,False
110467,False,False,False
110501,False,False,False
110549,False,False,False
110591,False,False,False
110599,False,False,False
110669,False,False,False
110683,True,True,True
110706,False,False,False
110718,True,True,True
110736,False,False,False
110801,True,False,False
110803,False,False,False
110841,False,False,False
110844,False,False,False
110871,False,False,False
110902,False,False,False
110908,False,False,False
110928,False,False,False
110947,True,False,False
110951,False,False,False
110962,False,False,False
110985,False,False,False
111005,False,False,False
111029,False,False,False
111037,False,False,False
111045,False,False,False
111047,True,True,True
111111,False,False,False
111164,False,False,False
111237,True,True,True
111238,False,False,False
111251,False,False,False
111278,False,False,False
111281,False,False,False
111291,False,False,False
111333,False,False,False
111340,False,False,False
111357,False,False,False
111422,False,False,False
111434,True,True,True
111442,False,False,False
111463,True,True,True
111527,True,True,True
111543,False,False,False
111551,False,False,False
111582,False,False,False
111660,False,False,False
111672,False,False,False
111732,False,False,False
111777,True,True,True
111781,False,False,False
111782,False,False,False
111787,False,False,False
111800,True,True,True
111807,False,False,False
111838,True,True,True
111847,False,False,False
111853,False,False,False
111880,True,True,True
111891,False,False,False
111926,False,False,False
111936,False,False,False
111970,False,False,False
111983,True,True,True
112014,True,False,False
112015,False,False,False
112046,False,False,False
112115,False,False,False
112143,True,True,True
112147,True,True,True
112256,True,True,True
112260,True,True,True
112288,True,True,True
112366,False,False,False
112368,True,True,True
112369,False,False,False
112393,True,True,True
112436,False,False,False
112515,True,True,True
112634,False,False,False
112729,False,False,False
112763,False,False,False
112768,False,False,False
112829,False,False,False
112896,False,False,False
112945,False,False,False
113121,False,False,False
113166,False,False,False
113167,False,False,False
113170,False,False,False
113179,False,False,False
113210,True,True,True
113225,False,False,False
113332,False,False,True
113348,False,False,False
113369,False,False,False
113401,False,False,False
113441,False,False,False
113450,False,False,False
113549,True,True,True
113619,False,False,False
113622,False,False,False
113628,False,False,False
113753,True,True,True
113760,False,False,False
113825,False,False,False
113965,False,False,False
113981,False,False,False
113989,False,False,False
114014,True,True,True
114031,False,False,False
114044,False,False,False
114051,False,False,False
114060,True,True,True
114061,False,False,False
114115,False,False,False
114166,False,False,False
114206,False,False,False
114266,True,True,True
114268,False,False,False
114356,False,False,False
114393,False,False,False
114412,False,False,False
114455,False,False,False
114461,True,True,True
114466,False,False,False
114482,False,False,False
114548,False,False,False
114549,True,False,False
114563,False,False,False
114582,False,False,False
114632,False,False,False
114654,True,True,True
114668,False,False,False
114701,True,True,True
114754,False,False,False
114778,False,False,False
114809,True,True,True
114855,False,False,False
114959,False,False,False
114961,True,True,True
114975,True,True,True
114993,True,False,False
115001,False,False,False
115041,False,False,False
115055,True,False,False
115075,False,False,False
115135,False,False,False
115161,True,True,True
115188,True,True,True
115223,True,True,True
115224,True,True,True
115225,False,False,False
115315,True,True,True
115332,True,True,True
115372,False,True,True
115412,True,True,True
115464,False,False,False
115559,True,True,True
115601,False,False,False
115617,False,False,False
115627,False,False,False
115640,True,True,True
115715,False,False,False
115754,True,True,True
115763,False,False,False
115818,False,False,False
115867,False,False,False
115886,False,False,False
115897,False,False,False
115911,True,True,True
115960,False,False,False
115970,False,False,False
115979,True,True,True
116051,False,False,False
116127,False,False,False
116133,True,True,True
116191,False,False,False
116203,False,False,False
116212,True,True,True
116217,False,False,False
116235,False,False,False
116275,False,False,False
116295,True,True,True
116314,True,True,True
116322,True,True,True
116380,False,False,False
116427,False,False,False
116474,False,False,False
116496,True,True,True
116540,False,False,False
116652,False,False,False
116688,True,True,True
116735,False,False,False
116747,False,False,False
116811,True,True,True
116856,False,False,False
116867,True,True,True
116941,False,False,False
116966,True,True,True
116973,False,False,False
117017,False,False,False
117022,False,False,False
117037,True,True,True
117089,False,False,False
117098,False,False,False
117108,False,False,False
117121,True,True,True
117128,False,False,False
117181,False,False,False
117195,False,False,False
117208,False,False,False
117230,True,True,True
117248,True,True,True
117269,False,False,False
117286,False,False,False
117291,True,True,True
117315,False,False,False
117323,True,False,False
117352,True,True,True
117361,False,False,False
117368,False,False,False
117370,True,True,True
117402,True,True,True
117408,False,False,False
117453,False,False,False
117479,True,True,True
117517,True,True,True
117526,False,False,False
117545,False,False,False
117549,False,False,False
117572,False,False,False
117606,False,False,False
117630,True,True,True
117705,False,False,False
117711,False,False,False
117783,False,False,False
117852,False,False,False
117858,True,True,True
117866,False,False,False
117936,True,True,True
117950,True,True,True
117952,False,False,False
117992,False,False,False
118028,False,False,False
118044,False,False,False
118057,False,False,False
118068,False,False,False
118071,False,False,False
118211,False,False,False
118248,False,False,False
118259,False,False,False
118324,False,False,False
118345,False,False,False
118368,False,False,False
118372,False,False,False
118389,False,False,False
118398,False,False,False
118429,False,False,False
118451,True,True,True
118522,True,True,True
118586,False,False,False
118602,False,False,False
118693,False,False,False
118699,False,False,False
118705,True,True,True
118716,True,True,True
118718,False,False,False
118734,False,True,True
118743,False,False,False
118772,False,False,False
118795,False,False,False
118802,False,False,False
118867,False,False,False
118887,False,False,False
118939,True,True,True
118958,False,False,False
119027,False,False,False
119034,False,False,False
119058,False,False,False
119098,True,True,True
119104,False,False,False
119151,False,False,False
119156,False,False,False
119165,False,False,False
119228,False,False,False
119264,False,False,False
119280,False,False,False
119299,False,False,False
119389,False,False,False
119492,False,False,False
119540,False,False,False
119553,True,True,True
119569,False,False,False
119582,True,True,True
119638,True,True,True
119658,False,False,False
119694,True,True,True
119705,True,False,False
119748,False,False,False
119779,False,False,False
119787,False,False,False
119793,False,False,False
119801,False,False,False
119859,False,False,False
119886,False,False,False
119891,True,True,True
119924,False,False,False
119940,False,False,False
119942,True,True,True
119996,False,False,False
119999,False,False,False
120085,False,False,False
120110,False,False,False
120145,True,True,True
120157,False,False,False
120175,True,True,True
120185,False,False,False
120267,True,True,True
120387,False,False,False
120388,False,False,False
120470,False,False,False
120500,False,False,False
120518,True,True,True
120530,False,False,False
120581,False,False,False
120589,True,False,False
120610,True,True,True
120648,True,True,True
120650,True,False,False
120702,True,True,True
120719,False,False,False
120721,False,False,False
120777,False,False,False
120781,True,True,True
120807,True,False,False
120860,False,False,False
120931,True,True,True
120940,False,False,False
120948,False,False,False
120955,False,False,False
120957,False,False,False
121001,False,False,False
121013,False,False,False
121067,True,True,True
121129,False,False,False
121136,False,False,False
121156,False,False,False
121232,True,True,True
121233,False,False,False
121357,False,False,False
121359,False,False,False
121403,False,False,False
121406,True,False,False
121408,False,False,False
121416,True,True,True
121428,False,False,False
121441,False,False,False
121509,False,False,False
121566,True,True,True
121618,True,True,True
121654,False,False,False
121663,True,True,True
121739,False,False,False
121766,True,True,True
121821,True,True,True
121975,False,False,False
121998,False,False,False
122003,False,False,False
122029,False,False,False
122049,False,False,False
122079,True,True,True
122080,False,False,False
122109,False,False,False
122176,False,False,False
122230,True,True,True
122256,True,True,True
122307,False,False,False
122322,False,False,False
122327,False,False,False
122406,False,False,False
122422,False,False,False
122520,False,False,False
122547,False,False,False
122577,False,False,False
122580,False,False,False
122603,False,False,False
122640,False,False,False
122716,True,True,True
122780,True,True,True
122799,True,True,True
122888,True,True,True
122901,True,True,True
122909,False,False,False
122943,False,False,False
123001,False,False,False
